"document_id","source_url","source_name","author_name","author_handle","author_bio","title","excerpt","published_at","country","platform","source_group_silver","author_identity_silver","communication_intent_silver","publication_archetype_silver","evidence_class_silver","authority_level_silver","evidence_role_silver","commercial_intent_silver","is_promotional_silver","is_secondary_voice_silver","medical_aesthetics_relevance_silver","theme_ids_silver","classification_confidence","ontology_confidence","evidence_quality_score","evidence_quality_band","review_priority","label_version","label_rationale","human_author_identity_gold","human_communication_intent_gold","human_publication_archetype_gold","human_evidence_class_gold","human_commercial_intent_gold","human_is_promotional_gold","human_medical_aesthetics_relevance_gold","reviewer_confidence","reviewer_id","adjudication_status","notes"
"""""""wEdcacwNiCppMMf6lR7SQQZS7uI""""""","https://ie.pinterest.com/pin/696721004898855383/","Pinterest","Sayda Sanchez","saydasanchez196","","Sculptra 🎀 Sculptra is NOT a filler, it’s a liquid that is placed superficially under the skin to stimulate your collagen. It’s placed in specific areas of your face to sculpt and enhance your natural beauty ✨ Because it’s not a filer and you don’t get that immediate gratification of a plump. You need to give it time and multiple treatments to see results. 🫶🏼 How Starr MedSpa uses this amazing product: ⭐️ 1. Treatments can be done on their own (1-2 vials) 2. Add on to your next treatmen...","Sculptra 🎀 Sculptra is NOT a filler, it’s a liquid that is placed superficially under the skin to stimulate your collagen. It’s placed in specific areas of your face to sculpt and enhance your natural beauty ✨ Because it’s not a filer and you don’t get that immediate","2026-02-10T11:58","","social network","provider_hcp","provider","unknown","social_post","provider_conversation","professional","noise_or_low_trust","none","no","no","theme_supported","collagen_biostimulation","0.38","0.28","79","high","high","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | Publication type supports social or community conversation | Contains treatment or outcome discussion | Author metadata exists, but it does not establish a reliable voice category | No validated research indicators | Provider identity signal: do","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""D8Q_z54N4xuIceXqkbc1R2wvFaA""""""","https://bondibeauty.com.au/wellness/10-best-wellness-practices-to-build-into-your-life-that-actually-work/","Bondi Beauty","Renae Leith-Manos","","","10 Best Wellness Practices to Build Into Your Life (That Actually Work)","... by millennials and Gen Z prioritising mental health, fitness, skin longevity and energy. Women under 35 aren’t just buying into wellness ...","2026-02-27T16:48","Australia","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","profile_supported_needs_review","","0.67","0.76","44","low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | News or reporting publication structure | No validated research indicators | Publication classified as news article | Intent selected by precedence | Mapped from publication type: news_article","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""kHEE3DSrBsvoaNnojtI0MDF0Yn0""""""","https://www.productinnovationtimes.com/article/889264660-experience-truly-natural-results-aesthetics-international-leads-the-region-with-expressive-botox-expertise","Product Innovation Times","","","","Experience Truly Natural Results: Aesthetics International Leads the Region with Expressive Botox Expertise","... landscape. The clinic has officially unveiled its Expressive Botox service, a sophisticated advancement in regenerative aesthetics designed ...","2026-02-04T05:09","United States","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","theme_supported","natural_results|regenerative_biology","0.67","0.77","49","low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | Contains treatment or outcome discussion | News or reporting publication structure | News or trade content reporting research | Publication classified as news article | Intent selected by precedence","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""os5_VBZQEKClYZBRbXTiRH98CDQ""""""","https://dominicaindustryreport.com/article/889264660-experience-truly-natural-results-aesthetics-international-leads-the-region-with-expressive-botox-expertise","Dominica Industry Report","","","","Experience Truly Natural Results: Aesthetics International Leads the Region with Expressive Botox Expertise","... landscape. The clinic has officially unveiled its Expressive Botox service, a sophisticated advancement in regenerative aesthetics designed ...","2026-02-04T05:40","United States","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","theme_supported","natural_results|regenerative_biology","0.66","0.75","49","low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | Contains treatment or outcome discussion | News or reporting publication structure | News or trade content reporting research | Publication classified as news article | Intent selected by precedence","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""XiZuhNeITT7d0EKAtjzmQK5A_4g""""""","https://svetionik.com/12220101","Svetionik.com","","","","642 Anti-aging je passé? Otkrivamo zašto je termin „skin longevity“ sve popularniji","Upravo to se dešava sa anti-agingom. U prvi plan dolazi skin longevity: pristup koji ne pokušava da zaustavi vreme, već da produži ...","2026-04-02T12:08","Serbia","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","profile_supported_needs_review","","0.66","0.75","44","low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | News or reporting publication structure | No validated research indicators | Publication classified as news article | Intent selected by precedence | Mapped from publication type: news_article","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""Sk4E7YREfuPQ9BDtR20E2Yo9kVA""""""","https://ie.pinterest.com/pin/747738344427241309/","Pinterest","ing Ss","rnrmfrnflek","","Discover the **PZLASER Fractional Master®**, engineered for ultimate precision and performance. ✨ Multiple scanning shapes for customized treatments 💎 Maximize results while minimizing tissue damage 🌟 Ideal for scar removal, skin resurfacing, and collagen regeneration Empower your clinic with advanced fractional CO₂ laser technology that delivers visible transformation and long-lasting rejuvenation. #PZLASER #FractionalLaser #CO2Laser #SkinResurfacing #LaserTechnology #AestheticDevice #ScarRemoval #WrinkleReduction #SkinRejuvenation #MedicalSpa #DermatologyDevice #BeautyEquipment #LaserTreatment","skin resurfacing, and collagen regeneration Empower your clinic with advanced fractional CO₂ laser technology that delivers visible transformation and long-lasting rejuvenation. #PZLASER #FractionalLaser #CO2Laser #SkinResurfacing #LaserTechnology #AestheticDevice #ScarRemoval #","2026-02-09T19:37","","social network","provider_hcp","provider","unknown","provider_social_post","provider_conversation","professional","noise_or_low_trust","none","no","no","theme_supported","collagen_biostimulation","0.50","0.40","94","very_high","high","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | Publication type supports social or community conversation | Contains treatment or outcome discussion | Author metadata contains a professional healthcare credential or role | Publication format supports provider-authored commentary | No strong commercial signal detected","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""kne5QcKNbX-47tk0T2DBF_mKu-I""""""","https://sitaramagazine.com.ve/2026/06/08/solerpharma-y-promoitalia-impulsan-la-vanguardia-en-medicina-regenerativa-en-venezuela-con-el-biohacking-latam-tour/","Sitara Magazine","","","","SolerPharma y PromoItalia impulsan la vanguardia en medicina regenerativa en Venezuela con el Biohacking Latam Tour","... a través de 17 asesores médicos un portafolio que incluye: skin Longevity Peeling, un tratamiento de de biohacking cutáneo enfocado en ...","2026-06-07T20:37","Venezuela","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","profile_supported_needs_review","","0.67","0.76","44","low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | News or reporting publication structure | No validated research indicators | Publication classified as news article | Intent selected by precedence | Mapped from publication type: news_article","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""WIYzcHEk8UqsvCG6xmixqbsOGzQ""""""","https://pr.megacapstockpicks.com/article/REJURAN-COSMETICS-Debuts-at-Sephora-Expanding-Its-Footprint-Across-the-US-Market?storyId=69b350d53971457808b098c1","MegaCapstockPicks","","","","REJURAN COSMETICS Debuts at Sephora, Expanding Its Footprint Across the U.S. Market","... REJURAN Cosmetics as a leading global derma-cosmetic brand. About REJURAN COSMETICS REJURAN® COSMETICS is a premium derma-skincare brand ...","2026-03-12T00:00","United States","online news","media","journalist","news_reporting","news_article","consumer_news","editorial","market_context","none","no","no","profile_supported_needs_review","","0.67","0.76","44","low","medium","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | News or reporting publication structure | No validated research indicators | Publication classified as news article | Intent selected by precedence | Mapped from publication type: news_article","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""li_olAUym1gBkiUdPZPcQtVE3mI3C8""""""","https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7445317918906761216","LinkedIn","","","","","your next innovation. See you there! 🔗 Learn more: https://lnkd.in/gUyjHnv3 #Uniproma #InCosmeticsGlobal #PersonalCareIngredients #CosmeticScience #Formulation #Suncare #SkincareInnovation #Sustainability #BeautyIndustry #Elastin #PDRN #Plantstemcells #PlantOil #Innovation","2026-04-01T23:55","","social network","company","brand","brand_announcement","brand_social_post","corporate_pr","commercial","commercial_signal","low","yes","no","theme_supported","regenerative_biology","0.70","0.75","14","very_low","medium","medical_aesthetics_silver_v1","Domain rule: linkedin.com | Possible commercial phrase: learn more | Publication type supports social or community conversation | Contains first-person language | No reliable author-voice classification | No validated research indicators","","","","","","","","","","unreviewed_machine_prelabel",""
"""""""6nbYMpyM8OPk0o3FYPPu397Vyvg""""""","https://ie.pinterest.com/pin/301389400087807972/","Pinterest","Ehsan Rahimi","ehsanrahimi7921","","Sculptra 🎀 Sculptra is NOT a filler, it’s a liquid that is placed superficially under the skin to stimulate your collagen. It’s placed in specific areas of your face to sculpt and enhance your natural beauty ✨ Because it’s not a filer and you don’t get that immediate gratification of a plump. You need to give it time and multiple treatments to see results. 🫶🏼 How Starr MedSpa uses this amazing product: ⭐️ 1. Treatments can be done on their own (1-2 vials) 2. Add on to your next treatmen...","Sculptra 🎀 Sculptra is NOT a filler, it’s a liquid that is placed superficially under the skin to stimulate your collagen. It’s placed in specific areas of your face to sculpt and enhance your natural beauty ✨ Because it’s not a filer and you don’t get that immediate","2026-05-29T03:56","","social network","provider_hcp","provider","unknown","social_post","provider_conversation","professional","noise_or_low_trust","none","no","no","theme_supported","collagen_biostimulation","0.38","0.28","79","high","high","medical_aesthetics_silver_v1","No meaningful commercial-intent signals detected | Publication type supports social or community conversation | Contains treatment or outcome discussion | Author metadata exists, but it does not establish a reliable voice category | No validated research indicators | Provider identity signal: do","","","","","","","","","","unreviewed_machine_prelabel",""
